Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	18	25.352112676056336	7.469151979072166E-16	MAP2K1, HSP90AA1, NOS3, SRC, MMP2, PRKCD, PIK3CD, PIK3R1, ESR1, MMP9, EGFR, ESR2, RARA, MAPK1, GRB2, PGR, PRKACA, HRAS	70	138	8164	15.212422360248445	1.709743457922741E-13	9.665961384681627E-15	3.427022672750758E-15
KEGG_PATHWAY	hsa04926:Relaxin signaling pathway	17	23.943661971830984	5.511679615265284E-15	MAP2K1, NOS2, NOS3, SRC, MMP2, PIK3CD, PIK3R1, MAPK14, MMP9, EGFR, NFKB1, MAPK12, MAPK8, MAPK1, GRB2, PRKACA, HRAS	70	129	8164	15.369656699889257	1.2212453270876722E-12	6.736497307546458E-14	2.3883944999482897E-14
KEGG_PATHWAY	hsa04935:Growth hormone synthesis, secretion and action	16	22.535211267605636	3.854614118253378E-14	GSK3B, MAP2K1, PRKCB, STAT1, STAT3, PIK3CD, PIK3R1, IGF1, MAPK14, MAPK12, MAPK8, MAPK1, GRB2, JAK2, PRKACA, HRAS	70	120	8164	15.55047619047619	8.475442569988445E-12	4.4632374000828586E-13	1.58242053275665E-13
KEGG_PATHWAY	hsa04625:C-type lectin receptor signaling pathway	15	21.12676056338028	1.0482632008114743E-13	SYK, STAT1, SRC, PRKCD, PIK3CD, PTPN11, PIK3R1, MAPK14, IL2, NFKB1, MAPK12, MAPK8, MDM2, MAPK1, HRAS	70	104	8164	16.82142857142857	2.305711177541525E-11	1.1530895208926218E-12	4.08822648316475E-13
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	13	18.30985915492958	5.054398181811537E-13	MAP2K1, PRKCB, STAT3, PIK3CD, PIK3R1, EGFR, RXRB, RXRA, MAPK1, RARB, GRB2, HRAS, MET	70	72	8164	21.057936507936507	1.1120659948460343E-10	5.2726820409333384E-12	1.8694054508763656E-12
KEGG_PATHWAY	hsa04912:GnRH signaling pathway	14	19.718309859154928	5.272682040933339E-13	MAP2K1, PRKCB, SRC, MMP2, PRKCD, MAPK14, EGFR, MAPK12, CDC42, MAPK8, MAPK1, GRB2, PRKACA, HRAS	70	93	8164	17.55698924731183	1.159938811667871E-10	5.2726820409333384E-12	1.8694054508763656E-12
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	18	25.352112676056336	5.636602786052937E-13	HDAC2, SYK, HDAC1, SRC, STAT3, PIK3CD, PIK3R1, NFKB1, CDC42, CCNA2, KAT2B, CASP3, CDK2, MDM2, MAPK1, GRB2, PRKACA, HRAS	70	204	8164	10.290756302521007	1.2400525051248223E-10	5.391533099702809E-12	1.911543553530996E-12
KEGG_PATHWAY	hsa04722:Neurotrophin signaling pathway	15	21.12676056338028	7.083048460559436E-13	GSK3B, MAP2K1, PRKCD, PIK3CD, PTPN11, PIK3R1, MAPK14, NFKB1, MAPK12, CDC42, MAPK8, ABL1, MAPK1, GRB2, HRAS	70	119	8164	14.701080432172867	1.5583090373638697E-10	6.492794422179482E-12	2.3019907496818166E-12
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	13	18.30985915492958	9.943112211860361E-13	MAP2K1, HDAC2, HDAC1, PIK3CD, PTPN11, PIK3R1, NFKB1, MDM2, ABL1, MAPK1, GRB2, HRAS, BCL2L1	70	76	8164	19.949624060150377	2.1874946298794384E-10	8.749938746437119E-12	3.102251010100433E-12
KEGG_PATHWAY	hsa04370:VEGF signaling pathway	12	16.901408450704224	1.394732206627939E-12	CDC42, MAP2K1, SRC, PRKCB, NOS3, KDR, MAPK1, PIK3CD, PIK3R1, MAPK14, HRAS, MAPK12	70	59	8164	23.72106537530266	3.068501008840485E-10	1.1801580209928715E-11	4.184196619883817E-12
KEGG_PATHWAY	hsa04914:Progesterone-mediated oocyte maturation	14	19.718309859154928	1.7928600215904703E-12	MAP2K1, HSP90AA1, PIK3CD, PIK3R1, IGF1, MAPK14, MAPK12, IGF1R, CCNA2, MAPK8, CDK2, MAPK1, PGR, PRKACA	70	102	8164	16.007843137254902	3.9443781574277637E-10	1.460848906481124E-11	5.179373395705803E-12
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	20	28.169014084507044	1.906234634285301E-12	MAP2K1, PRKCB, IGF1, MAPK14, EGFR, NFKB1, MAPK12, IGF1R, CDC42, MAPK8, ERBB4, CASP3, KIT, KDR, MAPK1, GRB2, PRKACA, HRAS, MET, FGFR2	70	294	8164	7.933916423712342	4.1937564532190663E-10	1.4977557840813077E-11	5.31022505265191E-12
KEGG_PATHWAY	hsa05208:Chemical carcinogenesis - reactive oxygen species	18	25.352112676056336	2.419113391916446E-12	PTPN1, MAP2K1, SRC, PRKCD, PIK3CD, PTPN11, PIK3R1, MAPK14, HIF1A, EGFR, NFKB1, MAPK12, MAPK8, ABL1, MAPK1, GRB2, HRAS, MET	70	223	8164	9.413965406790517	5.321942886382658E-10	1.8351894697297176E-11	6.506580847223544E-12
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	15	21.12676056338028	2.716027535001142E-12	MAP2K1, STAT3, PIK3CD, PIK3R1, IGF1, MAPK14, EGFR, MAPK12, IGF1R, MAPK8, CDK2, MDM2, MAPK1, GRB2, HRAS	70	131	8164	13.354416575790623	5.975309136374563E-10	1.9917535256675042E-11	7.0616715910029696E-12
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	17	23.943661971830984	3.0074916502345605E-12	GSK3B, ITK, MAP2K1, PRKCB, STAT1, SRC, PRKCD, STAT3, PIK3CD, PIK3R1, NFKB1, CDC42, MAPK1, GRB2, JAK2, PRKACA, HRAS	70	192	8164	10.326488095238096	6.61646293309559E-10	2.134348913069688E-11	7.567237055428894E-12
KEGG_PATHWAY	hsa05167:Kaposi sarcoma-associated herpesvirus infection	17	23.943661971830984	3.5297378453425158E-12	GSK3B, MAP2K1, SYK, STAT1, SRC, STAT3, PIK3CD, PIK3R1, MAPK14, HIF1A, NFKB1, MAPK12, MAPK8, CASP3, MAPK1, JAK2, HRAS	70	194	8164	10.220029455081	7.765410536819672E-10	2.4266947686729796E-11	8.603735998022382E-12
KEGG_PATHWAY	hsa04012:ErbB signaling pathway	13	18.30985915492958	3.976911245788934E-12	GSK3B, MAP2K1, PRKCB, SRC, PIK3CD, PIK3R1, EGFR, MAPK8, ERBB4, ABL1, MAPK1, GRB2, HRAS	70	85	8164	17.83731092436975	8.749245772321501E-10	2.6512741638592897E-11	9.399972035501118E-12
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	14	19.718309859154928	4.284186464717058E-12	MAP2K1, NOS2, PRKCB, NOS3, STAT3, PIK3CD, PIK3R1, IGF1, HIF1A, EGFR, NFKB1, IGF1R, MAPK1, TLR4	70	109	8164	14.979816513761468	9.425327185397236E-10	2.772120653640449E-11	9.828427771997956E-12
KEGG_PATHWAY	hsa05135:Yersinia infection	15	21.12676056338028	5.055516697521093E-12	GSK3B, MAP2K1, SRC, PIK3CD, PIK3R1, MAPK14, IL2, NFKB1, MAPK12, CDC42, ZAP70, MAPK8, LCK, MAPK1, TLR4	70	137	8164	12.769551616266945	1.1122125442852848E-9	3.177753352727544E-11	1.1266580068761293E-11
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	17	23.943661971830984	1.1928622123684298E-11	MAP2K1, PRKCB, SRC, PIK3CD, PIK3R1, IGF1, MAPK14, EGFR, MAPK12, IGF1R, CDC42, KIT, KDR, MAPK1, HRAS, MET, FGFR2	70	210	8164	9.441360544217686	2.6242852335656153E-9	7.289713520029293E-11	2.584534793464931E-11
KEGG_PATHWAY	hsa05160:Hepatitis C	15	21.12676056338028	3.2804891160831304E-11	GSK3B, MAP2K1, STAT1, STAT3, PIK3CD, PIK3R1, EGFR, NFKB1, RXRA, CASP3, CDK2, MAPK1, GRB2, PPARA, HRAS	70	157	8164	11.142857142857142	7.217071384957308E-9	1.9356671213071397E-10	6.862819793725314E-11
KEGG_PATHWAY	hsa05163:Human cytomegalovirus infection	17	23.943661971830984	3.408882165564941E-11	GSK3B, MAP2K1, PRKCB, SRC, STAT3, PIK3CD, PIK3R1, MAPK14, EGFR, NFKB1, MAPK12, CASP3, MDM2, MAPK1, GRB2, PRKACA, HRAS	70	225	8164	8.811936507936508	7.499545429112686E-9	1.9356671213071397E-10	6.862819793725314E-11
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	14	19.718309859154928	3.431409896862657E-11	MAP2K1, SYK, STAT1, PIK3CD, PIK3R1, MAPK14, NFKB1, MAPK12, MAPK8, LCK, BTK, MAPK1, GRB2, PPARG	70	128	8164	12.756250000000001	7.549103564485904E-9	1.9356671213071397E-10	6.862819793725314E-11
KEGG_PATHWAY	hsa04931:Insulin resistance	13	18.30985915492958	7.256212704369783E-11	PTPN1, GSK3B, PRKCB, NOS3, PRKCD, STAT3, PIK3CD, PTPN11, PIK3R1, NFKB1, MAPK8, PRKCQ, PPARA	70	108	8164	14.03862433862434	1.5963679156349997E-8	3.9909169874033807E-10	1.4149614773521078E-10
KEGG_PATHWAY	hsa04510:Focal adhesion	16	22.535211267605636	7.732461942215428E-11	GSK3B, MAP2K1, PRKCB, SRC, PIK3CD, PIK3R1, IGF1, EGFR, IGF1R, CDC42, MAPK8, KDR, MAPK1, GRB2, HRAS, MET	70	201	8164	9.283866382373846	1.7011409947365053E-8	4.149125920213157E-10	1.471053735348301E-10
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	16	22.535211267605636	8.299953468796681E-11	HDAC2, SYK, STAT1, HDAC1, STAT3, PIK3CD, PIK3R1, MAPK14, NFKB1, MAPK12, CCNA2, MAPK8, CASP3, CDK2, MDM2, BTK	70	202	8164	9.237906647807637	1.825988904524678E-8	4.347594674131595E-10	1.5414199299193838E-10
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	14	19.718309859154928	1.4080279146251616E-10	GSK3B, MAP2K1, STAT3, PIK3CD, PIK3R1, IGF1, MAPK14, MAPK12, IGF1R, MAPK1, GRB2, JAK2, HRAS, FGFR2	70	143	8164	11.41818181818182	3.0976618603517636E-8	7.203863749245013E-10	2.554097147459595E-10
KEGG_PATHWAY	hsa05221:Acute myeloid leukemia	11	15.492957746478872	1.604945450816681E-10	CCNA2, MAP2K1, STAT3, KIT, RARA, MAPK1, PIK3CD, GRB2, PIK3R1, HRAS, NFKB1	70	67	8164	19.147974413646054	3.5308790780064214E-8	8.024727254083405E-10	2.845130571902298E-10
KEGG_PATHWAY	hsa04664:Fc epsilon RI signaling pathway	11	15.492957746478872	1.8692439121299887E-10	MAP2K1, MAPK8, SYK, BTK, MAPK1, PIK3CD, GRB2, PIK3R1, MAPK14, HRAS, MAPK12	70	68	8164	18.866386554621847	4.112335938444289E-8	9.138525792635502E-10	3.2400227810253137E-10
KEGG_PATHWAY	hsa05224:Breast cancer	14	19.718309859154928	1.9951469448387114E-10	GSK3B, MAP2K1, PIK3CD, PIK3R1, IGF1, ESR1, EGFR, ESR2, IGF1R, KIT, MAPK1, GRB2, PGR, HRAS	70	147	8164	11.10748299319728	4.38932413748816E-8	9.54200712748949E-10	3.383075254291728E-10
KEGG_PATHWAY	hsa05226:Gastric cancer	14	19.718309859154928	2.36554447903922E-10	GSK3B, MAP2K1, PIK3CD, PIK3R1, EGFR, RXRB, RXRA, CDK2, MAPK1, RARB, GRB2, HRAS, MET, FGFR2	70	149	8164	10.958389261744967	5.204197606190064E-8	1.1072761391247413E-9	3.9257972205331736E-10
KEGG_PATHWAY	hsa05120:Epithelial cell signaling in Helicobacter pylori infection	11	15.492957746478872	2.5168588885198346E-10	CDC42, MAPK8, SRC, CASP3, PTPN11, CSK, MAPK14, MET, EGFR, NFKB1, MAPK12	70	70	8164	18.32734693877551	5.5370895202244697E-8	1.1535603239049241E-9	4.0898956938447314E-10
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	18	25.352112676056336	4.5627569400164486E-10	MAP2K1, HDAC2, PRKCB, HDAC1, STAT3, PIK3CD, PIK3R1, MMP9, EGFR, NFKB1, CASP3, MDM2, ABL1, MAPK1, GRB2, HRAS, MET, EZH2	70	310	8164	6.771981566820275	1.0038064546247227E-7	2.0485847485788134E-9	7.263164108597612E-10
KEGG_PATHWAY	hsa05214:Glioma	11	15.492957746478872	5.087798048459306E-10	MAP2K1, PRKCB, MDM2, MAPK1, PIK3CD, GRB2, IGF1, PIK3R1, HRAS, EGFR, IGF1R	70	75	8164	17.10552380952381	1.1193154891842028E-7	2.238631141322095E-9	7.936964955596517E-10
KEGG_PATHWAY	hsa05212:Pancreatic cancer	11	15.492957746478872	5.820000811717552E-10	CDC42, MAP2K1, MAPK8, STAT1, STAT3, MAPK1, PIK3CD, PIK3R1, EGFR, NFKB1, BCL2L1	70	76	8164	16.88045112781955	1.2804001714439295E-7	2.510588585446787E-9	8.901177712038609E-10
KEGG_PATHWAY	hsa04662:B cell receptor signaling pathway	11	15.492957746478872	1.2535463699597393E-9	GSK3B, MAP2K1, SYK, PRKCB, BTK, MAPK1, PIK3CD, GRB2, PIK3R1, HRAS, NFKB1	70	82	8164	15.645296167247386	2.757801652597536E-7	5.212423273150517E-9	1.848040978662456E-9
KEGG_PATHWAY	hsa05165:Human papillomavirus infection	18	25.352112676056336	1.2557201521680792E-9	GSK3B, MAP2K1, HDAC2, STAT1, HDAC1, PIK3CD, PIK3R1, EGFR, NFKB1, CDC42, CCNA2, CASP3, CDK2, MDM2, MAPK1, GRB2, PRKACA, HRAS	70	331	8164	6.342339231765212	2.762584048188188E-7	5.212423273150517E-9	1.848040978662456E-9
KEGG_PATHWAY	hsa05131:Shigellosis	16	22.535211267605636	1.4066237880754768E-9	GSK3B, SRC, PRKCD, PIK3CD, PIK3R1, MAPK14, EGFR, NFKB1, MAPK12, CDC42, MAPK8, MDM2, MAPK1, PRKCQ, TLR4, BCL2L1	70	247	8164	7.5548872180451125	3.0945719220465406E-7	5.730689506974165E-9	2.031789916109022E-9
KEGG_PATHWAY	hsa05145:Toxoplasmosis	12	16.901408450704224	1.84579321970254E-9	MAPK8, NOS2, STAT1, CASP3, STAT3, MAPK1, JAK2, MAPK14, TLR4, NFKB1, MAPK12, BCL2L1	70	112	8164	12.495918367346938	4.060744186462628E-7	7.38317287881016E-9	2.6176703843054207E-9
KEGG_PATHWAY	hsa04658:Th1 and Th2 cell differentiation	11	15.492957746478872	3.954263705091659E-9	ZAP70, MAPK8, STAT1, LCK, MAPK1, PRKCQ, JAK2, MAPK14, NFKB1, IL2, MAPK12	70	92	8164	13.94472049689441	8.6993763603882E-7	1.5534607412860088E-8	5.507724446377667E-9
KEGG_PATHWAY	hsa05211:Renal cell carcinoma	10	14.084507042253522	4.874753315223976E-9	CDC42, MAP2K1, MAPK1, PIK3CD, PTPN11, GRB2, PIK3R1, HRAS, HIF1A, MET	70	69	8164	16.90269151138716	1.0724451464660945E-6	1.881483735700482E-8	6.6707150629380726E-9
KEGG_PATHWAY	hsa05230:Central carbon metabolism in cancer	10	14.084507042253522	5.5568451940760245E-9	MAP2K1, KIT, MAPK1, PIK3CD, PIK3R1, HRAS, HIF1A, MET, EGFR, FGFR2	70	70	8164	16.661224489795917	1.2225052015146787E-6	2.107768866718492E-8	7.472998709274653E-9
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	14	19.718309859154928	5.827305029458384E-9	HDAC2, HDAC1, IGF1, MMP9, NFKB1, IGF1R, RXRB, CCNA2, RXRA, MDM2, RARA, PPARG, MET, BCL2L1	70	193	8164	8.460103626943004	1.2820063002294546E-6	2.1427983773643656E-8	7.597194247019114E-9
KEGG_PATHWAY	hsa05171:Coronavirus disease - COVID-19	15	21.12676056338028	5.843995574630088E-9	SYK, PRKCB, STAT1, STAT3, PIK3CD, PIK3R1, F2, MAPK14, EGFR, IL2, NFKB1, MAPK12, MAPK8, MAPK1, TLR4	70	232	8164	7.540640394088669	1.2856782138914724E-6	2.1427983773643656E-8	7.597194247019114E-9
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	12	16.901408450704224	6.516268375639843E-9	ZAP70, MAP2K1, SYK, PRKCB, LCK, CASP3, MAPK1, PIK3CD, PTPN11, GRB2, PIK3R1, HRAS	70	126	8164	11.10748299319728	1.433578028176008E-6	2.3501295780996156E-8	8.332277595080456E-9
KEGG_PATHWAY	hsa05218:Melanoma	10	14.084507042253522	7.176314619839363E-9	MAP2K1, MDM2, MAPK1, PIK3CD, IGF1, PIK3R1, HRAS, MET, EGFR, IGF1R	70	72	8164	16.198412698412696	1.5787879831252738E-6	2.546434219943E-8	9.028266779797909E-9
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	11	15.492957746478872	7.381008950669272E-9	MAPK8, SRC, PRKCB, PRKCD, PIK3CD, PRKCQ, IGF1, PIK3R1, MAPK14, PRKACA, MAPK12	70	98	8164	13.090962099125365	1.6238206489438411E-6	2.577495189122603E-8	9.138392034161957E-9
KEGG_PATHWAY	hsa05415:Diabetic cardiomyopathy	14	19.718309859154928	1.0752171911529365E-8	GSK3B, PARP1, PRKCB, NOS3, MMP2, PRKCD, PIK3CD, PIK3R1, MAPK14, MMP9, NFKB1, MAPK12, MAPK8, PPARA	70	203	8164	8.043349753694581	2.365475039733944E-6	3.696059094588219E-8	1.3104209517176414E-8
KEGG_PATHWAY	hsa05162:Measles	12	16.901408450704224	1.8390240819990343E-8	GSK3B, MAPK8, STAT1, CASP3, STAT3, CDK2, PIK3CD, PIK3R1, TLR4, NFKB1, IL2, BCL2L1	70	139	8164	10.068653648509764	4.0458448231639466E-6	6.130080273330114E-8	2.1733920969079498E-8
KEGG_PATHWAY	hsa05418:Fluid shear stress and atherosclerosis	12	16.901408450704224	1.8390240819990343E-8	HSP90AA1, MAPK8, SRC, NOS3, MMP2, KDR, PIK3CD, PIK3R1, MAPK14, MMP9, NFKB1, MAPK12	70	139	8164	10.068653648509764	4.0458448231639466E-6	6.130080273330114E-8	2.1733920969079498E-8
KEGG_PATHWAY	hsa04140:Autophagy - animal	12	16.901408450704224	2.136346459571146E-8	MAP2K1, MAPK8, PRKCD, MAPK1, PIK3CD, PRKCQ, PIK3R1, PRKACA, HRAS, HIF1A, BCL2L1, IGF1R	70	141	8164	9.925835866261398	4.6999512069989535E-6	7.014868971726152E-8	2.4870899081574536E-8
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	14	19.718309859154928	3.146732746804627E-8	MAP2K1, PIK3CD, PIK3R1, IL2, NFKB1, CCNA2, KAT2B, MAPK8, LCK, CDK2, MAPK1, PRKACA, HRAS, BCL2L1	70	222	8164	7.354954954954955	6.9227882010247654E-6	1.0180605945544381E-7	3.609487562511189E-8
KEGG_PATHWAY	hsa05210:Colorectal cancer	10	14.084507042253522	3.5319732676617543E-8	GSK3B, MAP2K1, MAPK8, CASP3, MAPK1, PIK3CD, GRB2, PIK3R1, HRAS, EGFR	70	86	8164	13.561461794019932	7.770311140853359E-6	1.1261364041820086E-7	3.9926654330089394E-8
KEGG_PATHWAY	hsa05219:Bladder cancer	8	11.267605633802818	4.041165717926817E-8	MAP2K1, SRC, MMP2, MDM2, MAPK1, HRAS, MMP9, EGFR	70	41	8164	22.756794425087108	8.890525227678303E-6	1.270080654205571E-7	4.503013228547025E-8
KEGG_PATHWAY	hsa04071:Sphingolipid signaling pathway	11	15.492957746478872	4.877847037305284E-8	MAP2K1, MAPK8, PRKCB, NOS3, MAPK1, PIK3CD, PIK3R1, MAPK14, HRAS, NFKB1, MAPK12	70	119	8164	10.780792316926771	1.0731206164238394E-5	1.5073657771120233E-7	5.3442968461244466E-8
KEGG_PATHWAY	hsa04613:Neutrophil extracellular trap formation	13	18.30985915492958	4.9331970887302586E-8	MAP2K1, HDAC2, SYK, PRKCB, HDAC1, SRC, PIK3CD, PIK3R1, MAPK14, NFKB1, MAPK12, MAPK1, TLR4	70	190	8164	7.979849624060151	1.0852974958952544E-5	1.5073657771120233E-7	5.3442968461244466E-8
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease	12	16.901408450704224	5.725975191415437E-8	CDC42, GSK3B, MAPK8, RXRA, CASP3, PIK3CD, PPARG, PIK3R1, MAPK14, PPARA, NFKB1, MAPK12	70	155	8164	9.029308755760368	1.2597066443742477E-5	1.725636359056707E-7	6.118165273019234E-8
